,age,body_type,diet,drinks,drugs,height,job,orientation,sex,smokes,status,diet_modifier,education_status_extracted,education_institution_extracted,ethnicities_pacific_islander,ethnicities_other,ethnicities_black,ethnicities_indian,ethnicities_middle_eastern,ethnicities_native_american,ethnicities_hispanic_/_latin,ethnicities_asian,ethnicities_white,offspring_status,offspring_future,pets_cats,pets_dogs,religion_type,religion_modifier,sign_extracted,sign_modifier_extracted,speaks_english,speaks_spanish,speaks_french,speaks_russian,speaks_c++,speaks_chinese,speaks_tagalog,speaks_esperanto,speaks_portuguese,speaks_japanese,speaks_lisp,speaks_ukrainian,speaks_german,speaks_sanskrit,speaks_thai,speaks_hindi,speaks_ancient,speaks_italian,speaks_sign,speaks_swedish,speaks_sign_language,speaks_romanian,speaks_latin,speaks_other,speaks_dutch,speaks_danish,speaks_arabic,speaks_hebrew,speaks_korean,speaks_gujarati,speaks_hawaiian,speaks_farsi,speaks_afrikaans,speaks_yiddish,speaks_hungarian,speaks_vietnamese,speaks_indonesian,speaks_latvian,speaks_irish,speaks_swahili,speaks_rotuman,speaks_czech,speaks_icelandic,speaks_norwegian,speaks_tamil,speaks_greek,speaks_tibetan,speaks_catalan,speaks_croatian,speaks_turkish,speaks_armenian,speaks_mongolian,speaks_serbian,speaks_polish,speaks_slovak,speaks_bengali,speaks_urdu,speaks_persian,speaks_welsh,speaks_khmer,speaks_ilongo,speaks_cebuano,speaks_malay,speaks_albanian,speaks_bulgarian,speaks_basque,speaks_occitan,speaks_finnish
28304,2.9151532132530074,2,0,3,0,-0.5893053421401887,4,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,8,1,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28316,0.9130308337821552,4,0,4,0,0.9302849458282936,7,2,1,0,3,1,3,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,1,2,3,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28317,1.650654868324048,1,0,4,0,0.17048980184405246,3,2,1,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28325,1.4399051441692214,10,0,4,0,-0.8425703901349357,17,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,6,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28349,-0.24609264906939074,0,3,3,0,0.6770198978335465,8,2,1,0,3,1,3,7,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28363,-0.9837166836112836,10,2,4,0,0.4237548498387995,16,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,7,2,1,2,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28371,1.229155420014395,10,0,4,0,-1.3491004861244298,9,2,0,0,3,1,1,7,0,0,0,0,0,0,1,0,0,2,1,1,0,8,1,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28403,-0.03534292491456419,1,0,3,0,1.1835499938230407,16,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,8,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
28426,-0.9837166836112836,4,0,4,0,-0.08277524615069459,18,2,1,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28429,-0.24609264906939074,0,0,4,0,-0.08277524615069459,17,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,11,3,4,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28440,0.49153138547250214,4,0,4,0,-1.602365534119177,2,2,0,0,3,1,1,7,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28469,2.388278902865941,2,0,4,0,-0.08277524615069459,7,2,0,0,3,1,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28495,-0.03534292491456419,4,5,2,2,1.4368150418177876,6,2,1,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,10,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28524,-0.8783418215338703,1,0,2,0,0.4237548498387995,18,2,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28533,-0.14071778699197746,1,0,4,0,-1.0958354381296829,10,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28547,1.229155420014395,4,0,3,0,0.9302849458282936,17,2,1,1,3,1,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,8,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28569,1.7560297304014614,10,0,3,0,-0.08277524615069459,10,2,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,10,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28582,-0.9837166836112836,2,0,4,0,-0.8425703901349357,3,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28646,-1.1944664077661102,9,0,5,1,-0.08277524615069459,6,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28716,0.3861565233950889,1,0,4,0,0.4237548498387995,17,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28745,-0.5622172353016305,1,0,4,0,0.4237548498387995,4,2,1,2,3,1,1,7,0,0,0,0,0,0,0,0,1,0,2,1,1,3,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28746,-0.6675920973790438,2,0,4,0,1.1835499938230407,12,2,1,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,3,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28749,-0.4568423732242173,4,0,2,0,0.17048980184405246,7,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28755,0.07003193716284907,3,0,4,0,-1.0958354381296829,17,2,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,7,0,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28768,-1.2998412698435233,2,0,4,0,-1.8556305821139238,12,2,0,0,2,1,2,7,0,0,0,0,0,0,1,0,0,0,1,1,1,4,2,8,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28774,-0.4568423732242173,1,0,4,0,-0.08277524615069459,18,2,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28775,2.7044034890981807,2,0,3,0,0.6770198978335465,9,2,1,0,3,1,1,7,0,0,0,0,0,0,0,0,1,0,1,1,1,8,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28780,-0.4568423732242173,7,3,4,0,0.4237548498387995,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,8,1,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28785,-1.2998412698435233,1,0,3,0,0.17048980184405246,18,2,1,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,11,3,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28792,0.49153138547250214,0,0,4,0,-0.3360402941454416,3,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,4,2,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28816,-0.14071778699197746,1,5,4,2,1.1835499938230407,17,2,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,7,3,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28843,-0.8783418215338703,2,0,4,0,-0.3360402941454416,12,2,1,3,3,1,3,7,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
28869,-0.5622172353016305,3,0,3,1,-0.5893053421401887,12,2,1,4,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,8,1,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28895,-0.9837166836112836,3,0,4,2,-1.602365534119177,18,2,0,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,2,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28978,-0.4568423732242173,4,0,4,0,-0.5893053421401887,16,2,1,0,3,0,1,6,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29019,1.3345302820918084,2,0,4,0,0.9302849458282936,4,2,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29020,1.229155420014395,2,0,4,0,-2.108895630108671,4,2,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29050,2.2829040407885275,2,0,4,0,1.4368150418177876,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,1,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29065,-1.1944664077661102,3,0,4,2,-0.8425703901349357,18,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,0,8,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29136,1.3345302820918084,1,0,4,0,0.4237548498387995,12,2,1,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29197,0.17540679924026234,2,0,3,2,-0.08277524615069459,3,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,10,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29232,0.3861565233950889,2,0,1,0,-0.3360402941454416,12,2,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,1,3,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29249,-1.1944664077661102,2,0,4,0,0.4237548498387995,13,2,1,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,10,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29295,0.3861565233950889,1,5,4,0,1.4368150418177876,3,2,1,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29299,0.07003193716284907,1,0,1,0,-2.362160678103418,2,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,4,3,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29395,-0.24609264906939074,11,0,5,2,0.6770198978335465,8,2,1,3,3,1,1,6,0,0,0,0,0,0,0,0,1,0,2,1,0,1,3,4,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29401,-0.5622172353016305,5,0,4,0,-0.3360402941454416,9,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,7,1,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29426,-0.5622172353016305,4,0,4,2,-0.08277524615069459,17,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,7,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29432,-0.4568423732242173,0,0,2,2,1.1835499938230407,18,2,1,3,3,1,0,7,0,0,0,0,0,0,0,0,1,0,1,1,1,8,0,11,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29494,-0.8783418215338703,11,0,2,2,0.6770198978335465,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,3,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29531,-0.7729669594564571,10,0,4,2,-1.0958354381296829,5,2,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29533,0.5969062475499154,10,5,4,0,-0.3360402941454416,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,2,7,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29594,2.1775291787111146,2,0,4,0,0.17048980184405246,10,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,5,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29605,0.7022811096273287,1,0,4,2,0.9302849458282936,12,2,1,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29629,0.07003193716284907,1,0,4,0,0.17048980184405246,16,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,1,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29631,0.49153138547250214,2,5,3,0,-1.3491004861244298,5,2,0,0,3,2,1,5,0,0,0,1,0,0,0,0,0,0,1,1,1,8,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29646,-0.8783418215338703,4,5,4,0,-0.3360402941454416,17,2,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,0,1,1,1,7,1,2,3,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29681,-0.4568423732242173,4,0,4,0,0.6770198978335465,17,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,1,1,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29686,-0.24609264906939074,10,0,4,0,0.4237548498387995,12,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29736,-0.6675920973790438,4,0,4,0,0.9302849458282936,18,2,1,3,3,2,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29784,1.8614045924788747,2,0,4,0,0.4237548498387995,12,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,8,2,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
